indicatorId,geoUnit,year,value,qualifier,magnitude
YEARS.FC.COMP.1T3,GUY,2023,6,,
YEARS.FC.COMP.1T3,HKG,2023,9,,
YEARS.FC.COMP.1T3,HKG,2024,9,,
YEARS.FC.COMP.1T3,HND,2023,11,,
YEARS.FC.COMP.1T3,HRV,2023,8,,
YEARS.FC.COMP.1T3,HRV,2024,8,,
YEARS.FC.COMP.1T3,HTI,2023,6,,
YEARS.FC.COMP.1T3,HUN,2023,10,,
YEARS.FC.COMP.1T3,IDN,2023,9,,
YEARS.FC.COMP.1T3,IDN,2024,9,,
YEARS.FC.COMP.1T3,IND,2023,8,,
YEARS.FC.COMP.1T3,IND,2024,8,,
YEARS.FC.COMP.1T3,IRL,2023,10,,
YEARS.FC.COMP.1T3,IRN,2023,9,,
YEARS.FC.COMP.1T3,IRN,2024,9,,
YEARS.FC.COMP.1T3,IRQ,2023,6,,
YEARS.FC.COMP.1T3,ISL,2023,10,,
YEARS.FC.COMP.1T3,ISR,2023,12,,
YEARS.FC.COMP.1T3,ITA,2023,12,,
YEARS.FC.COMP.1T3,ITA,2024,12,,
YEARS.FC.COMP.1T3,JAM,2023,6,,
YEARS.FC.COMP.1T3,JOR,2023,10,,
YEARS.FC.COMP.1T3,JPN,2023,9,,
YEARS.FC.COMP.1T3,JPN,2024,9,,
YEARS.FC.COMP.1T3,KAZ,2023,9,,
YEARS.FC.COMP.1T3,KAZ,2024,9,,
YEARS.FC.COMP.1T3,KEN,2023,12,,
YEARS.FC.COMP.1T3,KGZ,2023,9,,
YEARS.FC.COMP.1T3,KGZ,2024,9,,
YEARS.FC.COMP.1T3,KHM,2023,0,,NIL
YEARS.FC.COMP.1T3,KHM,2024,0,,NIL
YEARS.FC.COMP.1T3,KIR,2023,9,,
YEARS.FC.COMP.1T3,KIR,2024,9,,
YEARS.FC.COMP.1T3,KNA,2023,12,,
YEARS.FC.COMP.1T3,KNA,2024,12,,
YEARS.FC.COMP.1T3,KOR,2023,9,,
YEARS.FC.COMP.1T3,KOR,2024,9,,
YEARS.FC.COMP.1T3,KWT,2023,9,,
YEARS.FC.COMP.1T3,LAO,2023,9,,
YEARS.FC.COMP.1T3,LAO,2024,9,,
YEARS.FC.COMP.1T3,LBN,2023,10,,
YEARS.FC.COMP.1T3,LBR,2023,6,,
YEARS.FC.COMP.1T3,LBY,2023,9,,
YEARS.FC.COMP.1T3,LCA,2023,10,,
YEARS.FC.COMP.1T3,LIE,2023,10,,
YEARS.FC.COMP.1T3,LKA,2023,11,,
YEARS.FC.COMP.1T3,LKA,2024,11,,
YEARS.FC.COMP.1T3,LSO,2023,7,,
YEARS.FC.COMP.1T3,LTU,2023,10,,
YEARS.FC.COMP.1T3,LUX,2023,10,,
YEARS.FC.COMP.1T3,LVA,2023,9,,
YEARS.FC.COMP.1T3,MAC,2023,9,,
YEARS.FC.COMP.1T3,MAC,2024,9,,
YEARS.FC.COMP.1T3,MAR,2023,9,,
YEARS.FC.COMP.1T3,MCO,2023,11,,
YEARS.FC.COMP.1T3,MCO,2024,11,,
YEARS.FC.COMP.1T3,MDA,2023,9,,
YEARS.FC.COMP.1T3,MDA,2024,9,,
YEARS.FC.COMP.1T3,MDG,2023,5,,
YEARS.FC.COMP.1T3,MDV,2023,10,,
YEARS.FC.COMP.1T3,MDV,2024,10,,
YEARS.FC.COMP.1T3,MEX,2023,12,,
YEARS.FC.COMP.1T3,MHL,2023,12,,
YEARS.FC.COMP.1T3,MHL,2024,12,,
YEARS.FC.COMP.1T3,MKD,2023,13,,
YEARS.FC.COMP.1T3,MLI,2023,9,,
YEARS.FC.COMP.1T3,MLT,2023,11,,
YEARS.FC.COMP.1T3,MMR,2023,5,,
YEARS.FC.COMP.1T3,MMR,2024,5,,
YEARS.FC.COMP.1T3,MNE,2023,9,,
YEARS.FC.COMP.1T3,MNG,2023,12,,
YEARS.FC.COMP.1T3,MNG,2024,12,,
YEARS.FC.COMP.1T3,MOZ,2023,0,,NIL
YEARS.FC.COMP.1T3,MRT,2023,9,,
YEARS.FC.COMP.1T3,MSR,2023,12,,
YEARS.FC.COMP.1T3,MSR,2024,12,,
YEARS.FC.COMP.1T3,MTQ,2023,0,,NIL
YEARS.FC.COMP.1T3,MUS,2023,12,,
YEARS.FC.COMP.1T3,MUS,2024,12,,
YEARS.FC.COMP.1T3,MWI,2023,8,,
YEARS.FC.COMP.1T3,MYS,2023,6,,
YEARS.FC.COMP.1T3,MYS,2024,6,,
YEARS.FC.COMP.1T3,NAM,2023,7,,
YEARS.FC.COMP.1T3,NCL,2023,0,,NIL
YEARS.FC.COMP.1T3,NER,2023,0,,NIL
YEARS.FC.COMP.1T3,NGA,2023,9,,
YEARS.FC.COMP.1T3,NIC,2023,6,,
YEARS.FC.COMP.1T3,NIU,2023,11,,
YEARS.FC.COMP.1T3,NIU,2024,11,,
YEARS.FC.COMP.1T3,NLD,2023,12,,
YEARS.FC.COMP.1T3,NOR,2023,10,,
YEARS.FC.COMP.1T3,NPL,2023,8,,
YEARS.FC.COMP.1T3,NPL,2024,8,,
YEARS.FC.COMP.1T3,NRU,2023,12,,
YEARS.FC.COMP.1T3,NRU,2024,12,,
YEARS.FC.COMP.1T3,NZL,2023,10,,
YEARS.FC.COMP.1T3,OMN,2023,10,,
YEARS.FC.COMP.1T3,PAK,2023,12,,
YEARS.FC.COMP.1T3,PAK,2024,12,,
YEARS.FC.COMP.1T3,PAN,2023,9,,
YEARS.FC.COMP.1T3,PER,2023,11,,
YEARS.FC.COMP.1T3,PHL,2023,12,,
YEARS.FC.COMP.1T3,PHL,2024,12,,
YEARS.FC.COMP.1T3,PLW,2023,12,,
YEARS.FC.COMP.1T3,PLW,2024,12,,
YEARS.FC.COMP.1T3,PNG,2023,0,,NIL
YEARS.FC.COMP.1T3,PNG,2024,0,,NIL
YEARS.FC.COMP.1T3,POL,2023,8,,
YEARS.FC.COMP.1T3,PRI,2023,12,,
YEARS.FC.COMP.1T3,PRK,2023,11,,
YEARS.FC.COMP.1T3,PRK,2024,11,,
YEARS.FC.COMP.1T3,PRT,2023,12,,
YEARS.FC.COMP.1T3,PRY,2023,12,,
YEARS.FC.COMP.1T3,PRY,2024,12,,
YEARS.FC.COMP.1T3,PSE,2023,10,,
YEARS.FC.COMP.1T3,QAT,2023,12,,
YEARS.FC.COMP.1T3,REU,2023,0,,NIL
YEARS.FC.COMP.1T3,ROU,2023,10,,
YEARS.FC.COMP.1T3,RUS,2023,11,,
YEARS.FC.COMP.1T3,RWA,2023,6,,
YEARS.FC.COMP.1T3,RWA,2024,6,,
YEARS.FC.COMP.1T3,SAU,2023,9,,
YEARS.FC.COMP.1T3,SDN,2023,8,,
YEARS.FC.COMP.1T3,SEN,2023,11,,
YEARS.FC.COMP.1T3,SGP,2023,6,,
YEARS.FC.COMP.1T3,SGP,2024,6,,
YEARS.FC.COMP.1T3,SHN,2023,0,,NIL
YEARS.FC.COMP.1T3,SLB,2023,0,,NIL
YEARS.FC.COMP.1T3,SLB,2024,0,,NIL
YEARS.FC.COMP.1T3,SLE,2023,9,,
YEARS.FC.COMP.1T3,SLV,2023,9,,
YEARS.FC.COMP.1T3,SMR,2023,10,,
YEARS.FC.COMP.1T3,SMR,2024,10,,
YEARS.FC.COMP.1T3,SOM,2023,8,,
YEARS.FC.COMP.1T3,SRB,2023,8,,
YEARS.FC.COMP.1T3,SSD,2023,8,,
YEARS.FC.COMP.1T3,SSD,2024,8,,
YEARS.FC.COMP.1T3,STP,2023,6,,
YEARS.FC.COMP.1T3,STP,2024,6,,
YEARS.FC.COMP.1T3,SUR,2023,6,,
YEARS.FC.COMP.1T3,SUR,2024,6,,
YEARS.FC.COMP.1T3,SVK,2023,10,,
YEARS.FC.COMP.1T3,SVN,2023,9,,
YEARS.FC.COMP.1T3,SWE,2023,9,,
YEARS.FC.COMP.1T3,SWZ,2023,7,,
YEARS.FC.COMP.1T3,SXM,2023,11,,
YEARS.FC.COMP.1T3,SYC,2023,11,,
YEARS.FC.COMP.1T3,SYC,2024,11,,
YEARS.FC.COMP.1T3,SYR,2023,9,,
YEARS.FC.COMP.1T3,TCA,2023,11,,
YEARS.FC.COMP.1T3,TCD,2023,10,,
YEARS.FC.COMP.1T3,TGO,2023,10,,
YEARS.FC.COMP.1T3,THA,2023,9,,
YEARS.FC.COMP.1T3,THA,2024,9,,
YEARS.FC.COMP.1T3,TJK,2023,9,,
YEARS.FC.COMP.1T3,TJK,2024,9,,
YEARS.FC.COMP.1T3,TKL,2023,11,,
YEARS.FC.COMP.1T3,TKL,2024,11,,
YEARS.FC.COMP.1T3,TKM,2023,12,,
YEARS.FC.COMP.1T3,TKM,2024,12,,
YEARS.FC.COMP.1T3,TLS,2023,9,,
YEARS.FC.COMP.1T3,TLS,2024,9,,
YEARS.FC.COMP.1T3,TON,2023,13,,
YEARS.FC.COMP.1T3,TTO,2023,7,,
YEARS.FC.COMP.1T3,TTO,2024,7,,
YEARS.FC.COMP.1T3,TUN,2023,9,,
YEARS.FC.COMP.1T3,TUR,2023,12,,
YEARS.FC.COMP.1T3,TUV,2023,9,,
YEARS.FC.COMP.1T3,TUV,2024,9,,
YEARS.FC.COMP.1T3,TZA,2023,7,,
YEARS.FC.COMP.1T3,TZA,2024,7,,
YEARS.FC.COMP.1T3,UGA,2023,7,,
YEARS.FC.COMP.1T3,UKR,2023,11,,
YEARS.FC.COMP.1T3,UKR,2024,11,,
YEARS.FC.COMP.1T3,URY,2023,12,,
YEARS.FC.COMP.1T3,USA,2023,12,,
YEARS.FC.COMP.1T3,USA,2024,12,,
YEARS.FC.COMP.1T3,UZB,2023,12,,
YEARS.FC.COMP.1T3,UZB,2024,11,,
YEARS.FC.COMP.1T3,VCT,2023,12,,
YEARS.FC.COMP.1T3,VEN,2023,11,,
YEARS.FC.COMP.1T3,VEN,2024,11,,
YEARS.FC.COMP.1T3,VGB,2023,12,,
YEARS.FC.COMP.1T3,VGB,2024,12,,
YEARS.FC.COMP.1T3,VNM,2023,9,,
YEARS.FC.COMP.1T3,VNM,2024,9,,
YEARS.FC.COMP.1T3,VUT,2023,0,,NIL
YEARS.FC.COMP.1T3,VUT,2024,0,,NIL
YEARS.FC.COMP.1T3,WSM,2023,8,,
YEARS.FC.COMP.1T3,WSM,2024,8,,
YEARS.FC.COMP.1T3,YEM,2023,9,,
YEARS.FC.COMP.1T3,ZAF,2023,9,,
YEARS.FC.COMP.1T3,ZAF,2024,9,,
YEARS.FC.COMP.1T3,ZMB,2023,7,,
YEARS.FC.COMP.1T3,ZMB,2024,7,,
YEARS.FC.COMP.1T3,ZWE,2023,7,,
YEARS.FC.FREE.1T3,ABW,2023,11,,
YEARS.FC.FREE.1T3,AFG,2023,12,,
YEARS.FC.FREE.1T3,AFG,2024,12,,
YEARS.FC.FREE.1T3,AGO,2023,9,,
YEARS.FC.FREE.1T3,AGO,2024,9,,
YEARS.FC.FREE.1T3,AIA,2023,12,,
YEARS.FC.FREE.1T3,ALB,2023,12,,
YEARS.FC.FREE.1T3,ALB,2024,12,,
YEARS.FC.FREE.1T3,AND,2023,10,,
YEARS.FC.FREE.1T3,AND,2024,10,,
YEARS.FC.FREE.1T3,ARE,2023,12,,
YEARS.FC.FREE.1T3,ARG,2023,12,,
YEARS.FC.FREE.1T3,ARM,2023,12,,
YEARS.FC.FREE.1T3,ARM,2024,12,,
YEARS.FC.FREE.1T3,ATG,2023,11,,
YEARS.FC.FREE.1T3,AUS,2023,13,,
YEARS.FC.FREE.1T3,AUS,2024,13,,
YEARS.FC.FREE.1T3,AUT,2023,12,,
YEARS.FC.FREE.1T3,AZE,2023,11,,
YEARS.FC.FREE.1T3,AZE,2024,11,,
YEARS.FC.FREE.1T3,BEL,2023,12,,
YEARS.FC.FREE.1T3,BEN,2023,6,,
YEARS.FC.FREE.1T3,BFA,2023,10,,
YEARS.FC.FREE.1T3,BGD,2023,5,,
YEARS.FC.FREE.1T3,BGD,2024,5,,
YEARS.FC.FREE.1T3,BGR,2023,12,,
YEARS.FC.FREE.1T3,BHR,2023,12,,
YEARS.FC.FREE.1T3,BHS,2023,12,,
YEARS.FC.FREE.1T3,BIH,2023,9,,
YEARS.FC.FREE.1T3,BIH,2024,9,,
YEARS.FC.FREE.1T3,BLR,2023,11,,
YEARS.FC.FREE.1T3,BLR,2024,11,,
YEARS.FC.FREE.1T3,BLZ,2023,8,,
YEARS.FC.FREE.1T3,BMU,2023,13,,
YEARS.FC.FREE.1T3,BOL,2023,12,,
YEARS.FC.FREE.1T3,BOL,2024,12,,
YEARS.FC.FREE.1T3,BRA,2023,12,,
YEARS.FC.FREE.1T3,BRB,2023,11,,
YEARS.FC.FREE.1T3,BTN,2023,11,,
YEARS.FC.FREE.1T3,BTN,2024,11,,
YEARS.FC.FREE.1T3,CAF,2023,13,,
YEARS.FC.FREE.1T3,CAN,2023,12,,
YEARS.FC.FREE.1T3,CHE,2023,13,,
YEARS.FC.FREE.1T3,CHE,2024,13,,
YEARS.FC.FREE.1T3,CHL,2023,12,,
YEARS.FC.FREE.1T3,CHN,2023,9,,
YEARS.FC.FREE.1T3,CHN,2024,9,,
YEARS.FC.FREE.1T3,CIV,2023,10,,
YEARS.FC.FREE.1T3,CMR,2023,6,,
YEARS.FC.FREE.1T3,CMR,2024,6,,
YEARS.FC.FREE.1T3,COD,2023,6,,
YEARS.FC.FREE.1T3,COG,2023,13,,
YEARS.FC.FREE.1T3,COK,2023,13,,
YEARS.FC.FREE.1T3,COK,2024,13,,
YEARS.FC.FREE.1T3,COL,2023,11,,
YEARS.FC.FREE.1T3,COM,2023,6,,
YEARS.FC.FREE.1T3,CPV,2023,8,,
YEARS.FC.FREE.1T3,CRI,2023,11,,
YEARS.FC.FREE.1T3,CUB,2023,12,,
YEARS.FC.FREE.1T3,CYM,2023,12,,
YEARS.FC.FREE.1T3,CYP,2023,12,,
YEARS.FC.FREE.1T3,CZE,2023,13,,
YEARS.FC.FREE.1T3,DEU,2023,13,,
YEARS.FC.FREE.1T3,DJI,2023,12,,
YEARS.FC.FREE.1T3,DMA,2023,12,,
YEARS.FC.FREE.1T3,DMA,2024,12,,
YEARS.FC.FREE.1T3,DNK,2023,10,,
YEARS.FC.FREE.1T3,DOM,2023,12,,
YEARS.FC.FREE.1T3,DZA,2023,12,,
YEARS.FC.FREE.1T3,ECU,2023,12,,
YEARS.FC.FREE.1T3,ECU,2024,12,,
YEARS.FC.FREE.1T3,EGY,2023,12,,
YEARS.FC.FREE.1T3,ERI,2023,8,,
YEARS.FC.FREE.1T3,ESP,2023,10,,
YEARS.FC.FREE.1T3,ESP,2024,10,,
YEARS.FC.FREE.1T3,EST,2023,12,,
YEARS.FC.FREE.1T3,ETH,2023,8,,
YEARS.FC.FREE.1T3,FIN,2023,12,,
YEARS.FC.FREE.1T3,FIN,2024,12,,
YEARS.FC.FREE.1T3,FRA,2023,12,,
YEARS.FC.FREE.1T3,FSM,2023,8,,
YEARS.FC.FREE.1T3,FSM,2024,8,,
YEARS.FC.FREE.1T3,GAB,2023,10,,
YEARS.FC.FREE.1T3,GBR,2023,13,,
YEARS.FC.FREE.1T3,GEO,2023,12,,
YEARS.FC.FREE.1T3,GEO,2024,12,,
YEARS.FC.FREE.1T3,GHA,2023,9,,
YEARS.FC.FREE.1T3,GIB,2023,13,,
YEARS.FC.FREE.1T3,GIB,2024,13,,
YEARS.FC.FREE.1T3,GIN,2023,6,,
YEARS.FC.FREE.1T3,GMB,2023,9,,
YEARS.FC.FREE.1T3,GMB,2024,9,,
YEARS.FC.FREE.1T3,GNQ,2023,6,,
YEARS.FC.FREE.1T3,GRC,2023,12,,
YEARS.FC.FREE.1T3,GRD,2023,12,,
YEARS.FC.FREE.1T3,GRD,2024,12,,
YEARS.FC.FREE.1T3,GTM,2023,12,,
YEARS.FC.FREE.1T3,GTM,2024,12,,
YEARS.FC.FREE.1T3,GUY,2023,6,,
YEARS.FC.FREE.1T3,HKG,2023,12,,
YEARS.FC.FREE.1T3,HKG,2024,12,,
YEARS.FC.FREE.1T3,HND,2023,11,,
YEARS.FC.FREE.1T3,HRV,2023,8,,
YEARS.FC.FREE.1T3,HRV,2024,8,,
YEARS.FC.FREE.1T3,HTI,2023,6,,
YEARS.FC.FREE.1T3,HUN,2023,12,,
YEARS.FC.FREE.1T3,IDN,2023,12,,
YEARS.FC.FREE.1T3,IDN,2024,12,,
YEARS.FC.FREE.1T3,IND,2023,8,,
YEARS.FC.FREE.1T3,IND,2024,8,,
YEARS.FC.FREE.1T3,IRL,2023,10,,
YEARS.FC.FREE.1T3,IRN,2023,9,,
YEARS.FC.FREE.1T3,IRN,2024,9,,
YEARS.FC.FREE.1T3,IRQ,2023,12,,
YEARS.FC.FREE.1T3,ISL,2023,10,,
YEARS.FC.FREE.1T3,ISR,2023,12,,
YEARS.FC.FREE.1T3,ITA,2023,8,,
YEARS.FC.FREE.1T3,ITA,2024,8,,
YEARS.FC.FREE.1T3,JAM,2023,6,,
YEARS.FC.FREE.1T3,JOR,2023,12,,
YEARS.FC.FREE.1T3,JPN,2023,9,,
YEARS.FC.FREE.1T3,JPN,2024,9,,
YEARS.FC.FREE.1T3,KAZ,2023,11,,
YEARS.FC.FREE.1T3,KAZ,2024,11,,
YEARS.FC.FREE.1T3,KEN,2023,12,,
YEARS.FC.FREE.1T3,KGZ,2023,11,,
YEARS.FC.FREE.1T3,KGZ,2024,11,,
YEARS.FC.FREE.1T3,KHM,2023,9,,
YEARS.FC.FREE.1T3,KHM,2024,9,,
YEARS.FC.FREE.1T3,KIR,2023,9,,
YEARS.FC.FREE.1T3,KIR,2024,9,,
YEARS.FC.FREE.1T3,KNA,2023,12,,
YEARS.FC.FREE.1T3,KNA,2024,12,,
YEARS.FC.FREE.1T3,KOR,2023,12,,
YEARS.FC.FREE.1T3,KOR,2024,12,,
YEARS.FC.FREE.1T3,KWT,2023,12,,
YEARS.FC.FREE.1T3,LAO,2023,9,,
YEARS.FC.FREE.1T3,LAO,2024,9,,
YEARS.FC.FREE.1T3,LBN,2023,9,,
YEARS.FC.FREE.1T3,LBR,2023,6,,
YEARS.FC.FREE.1T3,LBY,2023,12,,
YEARS.FC.FREE.1T3,LCA,2023,10,,
YEARS.FC.FREE.1T3,LIE,2023,13,,
YEARS.FC.FREE.1T3,LKA,2023,13,,
YEARS.FC.FREE.1T3,LKA,2024,13,,
YEARS.FC.FREE.1T3,LSO,2023,7,,
YEARS.FC.FREE.1T3,LTU,2023,12,,
YEARS.FC.FREE.1T3,LUX,2023,13,,
YEARS.FC.FREE.1T3,LVA,2023,12,,
YEARS.FC.FREE.1T3,MAC,2023,12,,
YEARS.FC.FREE.1T3,MAC,2024,12,,
YEARS.FC.FREE.1T3,MAR,2023,9,,
YEARS.FC.FREE.1T3,MCO,2023,12,,
YEARS.FC.FREE.1T3,MCO,2024,12,,
YEARS.FC.FREE.1T3,MDA,2023,12,,
YEARS.FC.FREE.1T3,MDA,2024,12,,
YEARS.FC.FREE.1T3,MDG,2023,12,,
YEARS.FC.FREE.1T3,MDV,2023,12,,
YEARS.FC.FREE.1T3,MDV,2024,12,,
YEARS.FC.FREE.1T3,MEX,2023,12,,
YEARS.FC.FREE.1T3,MHL,2023,12,,
YEARS.FC.FREE.1T3,MHL,2024,12,,
YEARS.FC.FREE.1T3,MKD,2023,13,,
YEARS.FC.FREE.1T3,MLI,2023,12,,
YEARS.FC.FREE.1T3,MLT,2023,13,,
YEARS.FC.FREE.1T3,MMR,2023,5,,
YEARS.FC.FREE.1T3,MMR,2024,5,,
YEARS.FC.FREE.1T3,MNE,2023,13,,
YEARS.FC.FREE.1T3,MNG,2023,12,,
YEARS.FC.FREE.1T3,MNG,2024,12,,
YEARS.FC.FREE.1T3,MRT,2023,13,,
YEARS.FC.FREE.1T3,MSR,2023,12,,
YEARS.FC.FREE.1T3,MSR,2024,12,,
YEARS.FC.FREE.1T3,MUS,2023,13,,
YEARS.FC.FREE.1T3,MUS,2024,13,,
YEARS.FC.FREE.1T3,MWI,2023,8,,
YEARS.FC.FREE.1T3,MYS,2023,11,,
YEARS.FC.FREE.1T3,MYS,2024,11,,
YEARS.FC.FREE.1T3,NAM,2023,7,,
YEARS.FC.FREE.1T3,NGA,2023,9,,
YEARS.FC.FREE.1T3,NIC,2023,11,,
YEARS.FC.FREE.1T3,NIU,2023,12,,
YEARS.FC.FREE.1T3,NIU,2024,12,,
YEARS.FC.FREE.1T3,NLD,2023,12,,
YEARS.FC.FREE.1T3,NOR,2023,10,,
YEARS.FC.FREE.1T3,NOR,2024,10,,
YEARS.FC.FREE.1T3,NPL,2023,12,,
YEARS.FC.FREE.1T3,NPL,2024,12,,
YEARS.FC.FREE.1T3,NRU,2023,12,,
YEARS.FC.FREE.1T3,NRU,2024,12,,
YEARS.FC.FREE.1T3,NZL,2023,13,,
YEARS.FC.FREE.1T3,NZL,2024,13,,
YEARS.FC.FREE.1T3,OMN,2023,12,,
YEARS.FC.FREE.1T3,PAK,2023,12,,
YEARS.FC.FREE.1T3,PAK,2024,12,,
YEARS.FC.FREE.1T3,PAN,2023,12,,
YEARS.FC.FREE.1T3,PER,2023,11,,
YEARS.FC.FREE.1T3,PER,2024,11,,
YEARS.FC.FREE.1T3,PHL,2023,12,,
YEARS.FC.FREE.1T3,PHL,2024,12,,
YEARS.FC.FREE.1T3,PLW,2023,12,,
YEARS.FC.FREE.1T3,PLW,2024,12,,
YEARS.FC.FREE.1T3,POL,2023,12,,
YEARS.FC.FREE.1T3,PRI,2023,12,,
YEARS.FC.FREE.1T3,PRK,2023,11,,
YEARS.FC.FREE.1T3,PRK,2024,11,,
YEARS.FC.FREE.1T3,PRT,2023,12,,
YEARS.FC.FREE.1T3,PRY,2023,12,,
YEARS.FC.FREE.1T3,PRY,2024,12,,
YEARS.FC.FREE.1T3,PSE,2023,12,,
YEARS.FC.FREE.1T3,QAT,2023,12,,
YEARS.FC.FREE.1T3,ROU,2023,13,,
YEARS.FC.FREE.1T3,RUS,2023,11,,
YEARS.FC.FREE.1T3,RWA,2023,9,,
YEARS.FC.FREE.1T3,RWA,2024,9,,
YEARS.FC.FREE.1T3,SAU,2023,12,,
YEARS.FC.FREE.1T3,SDN,2023,11,,
YEARS.FC.FREE.1T3,SEN,2023,10,,
YEARS.FC.FREE.1T3,SLE,2023,9,,
YEARS.FC.FREE.1T3,SLV,2023,12,,
YEARS.FC.FREE.1T3,SMR,2023,13,,
YEARS.FC.FREE.1T3,SMR,2024,13,,
YEARS.FC.FREE.1T3,SRB,2023,12,,
YEARS.FC.FREE.1T3,SSD,2023,8,,
YEARS.FC.FREE.1T3,SSD,2024,8,,
YEARS.FC.FREE.1T3,STP,2023,6,,
YEARS.FC.FREE.1T3,STP,2024,6,,
YEARS.FC.FREE.1T3,SVK,2023,13,,
YEARS.FC.FREE.1T3,SVN,2023,13,,
YEARS.FC.FREE.1T3,SWE,2023,12,,
YEARS.FC.FREE.1T3,SWZ,2023,7,,
YEARS.FC.FREE.1T3,SXM,2023,11,,
YEARS.FC.FREE.1T3,SYC,2023,11,,
YEARS.FC.FREE.1T3,SYC,2024,11,,
YEARS.FC.FREE.1T3,SYR,2023,12,,
YEARS.FC.FREE.1T3,TCA,2023,11,,
YEARS.FC.FREE.1T3,TCD,2023,10,,
YEARS.FC.FREE.1T3,TGO,2023,5,,
YEARS.FC.FREE.1T3,THA,2023,12,,
YEARS.FC.FREE.1T3,THA,2024,12,,
YEARS.FC.FREE.1T3,TJK,2023,11,,
YEARS.FC.FREE.1T3,TJK,2024,11,,
YEARS.FC.FREE.1T3,TKM,2023,12,,
YEARS.FC.FREE.1T3,TKM,2024,12,,
YEARS.FC.FREE.1T3,TLS,2023,9,,
YEARS.FC.FREE.1T3,TLS,2024,9,,
YEARS.FC.FREE.1T3,TON,2023,8,,
YEARS.FC.FREE.1T3,TUN,2023,11,,
YEARS.FC.FREE.1T3,TUR,2023,12,,
YEARS.FC.FREE.1T3,TUV,2024,13,,
YEARS.FC.FREE.1T3,TZA,2023,13,,
YEARS.FC.FREE.1T3,TZA,2024,13,,
YEARS.FC.FREE.1T3,UKR,2023,11,,
YEARS.FC.FREE.1T3,UKR,2024,11,,
YEARS.FC.FREE.1T3,URY,2023,12,,
YEARS.FC.FREE.1T3,USA,2023,12,,
YEARS.FC.FREE.1T3,USA,2024,12,,
YEARS.FC.FREE.1T3,UZB,2023,12,,
YEARS.FC.FREE.1T3,UZB,2024,13,,
YEARS.FC.FREE.1T3,VCT,2023,12,,
YEARS.FC.FREE.1T3,VEN,2023,11,,
YEARS.FC.FREE.1T3,VEN,2024,11,,
YEARS.FC.FREE.1T3,VGB,2023,12,,
YEARS.FC.FREE.1T3,VGB,2024,12,,
YEARS.FC.FREE.1T3,VNM,2023,5,,
YEARS.FC.FREE.1T3,VNM,2024,5,,
YEARS.FC.FREE.1T3,WSM,2023,8,,
YEARS.FC.FREE.1T3,WSM,2024,8,,
YEARS.FC.FREE.1T3,YEM,2023,9,,
YEARS.FC.FREE.1T3,ZAF,2023,12,,
YEARS.FC.FREE.1T3,ZAF,2024,12,,
YEARS.FC.FREE.1T3,ZMB,2023,7,,
YEARS.FC.FREE.1T3,ZMB,2024,7,,
