School Name,Location,Latitude,Longitude
Deutsche Schule Santiago,"Santiago de Chile, Chile",-33.4377756,-70.6504502
Deutsche Schule Shanghai,"Shanghai, China",31.2312707,121.4700152
Deutsche Schule Sofia,"Sofia, Bulgaria",42.6977028,23.3217359
Deutsche Schule Stockholm,"Stockholm, Sweden",59.3251172,18.0710935
Deutsche Schule Tokyo Yokohama,"Tokyo, Japan",35.6768601,139.7638947
Dhahran British Grammar School,"Al Khobar, Saudi Arabia",26.3039999,50.1960237
Dhahran Elementary Middle School,"Al Khobar, Saudi Arabia",26.3039999,50.1960237
Dhirubhai Ambani International School,India,22.3511148,78.6677428
Didyasarin International Preparatory School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
Dili International School,East Timor,-8.7443169,126.063482
Diocesan Boys' School,"Hong Kong, China",22.350627,114.1849161
Diocesan School for Girls,"Auckland, New Zealand",-36.852095,174.7631803
Discovery College,"Hong Kong, China",22.350627,114.1849161
Discovery School,"Tegucigalpa, Honduras",14.1058135,-87.2047053
District of Columbia International School,"Washington DC, United States of America",38.8950368,-77.0365427
Diyar International Private School,"Fujairah, United Arab Emirates",25.1244604,56.3355085
Doha Academy,"Doha, Qatar",25.2856329,51.5264162
Doha British School,Qatar,25.3336984,51.2295295
Doha British School Rawdat Al-Hamama,"Doha, Qatar",25.2856329,51.5264162
Dome International Schools,"Riyadh, Saudi Arabia",23.333333,45.333333
Dominican International School,Taiwan,23.9739374,120.9820179
Dominican International School Taipei,"Taipei, Taiwan",25.0375198,121.5636796
Domuschola International School,"Manila, Philippines",14.5904492,120.9803621
Don Bosco International School,India,22.3511148,78.6677428
"Doshisha International School, Kyoto","Kyoto / Osaka / Kobe, Japan",34.8038694,135.5156628
Dostyk American International School (Kazakhstan),Kazakhstan,48.1012954,66.7780818
Dover American International School,"Cairo, Egypt",30.0443879,31.2357257
Dover Court International School,Singapore,1.357107,103.8194992
Down House Muscat,"Muscat, Oman",23.6123628,58.5938134
Dr. Edward Alexander Bouchet International School,United States of America,39.7837304,-100.445882
Dream International School,"Cairo, Egypt",30.0443879,31.2357257
Dream International School,"Riyadh, Saudi Arabia",23.333333,45.333333
Dubai American Academy,United Arab Emirates,24.0002488,53.9994829
Dubai Arabian American Private School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai British Foundation,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai British School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai College,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai English Speaking College,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai English Speaking School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai Heights Academy,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai International Academy Al Barsha,"Dubai, United Arab Emirates",25.0742823,55.1885387
Dubai International Academy Emirates Hills,"Dubai, United Arab Emirates",25.0742823,55.1885387
"Dubai International Academy, Al Barsha",United Arab Emirates,24.0002488,53.9994829
Dukhan English School,Qatar,25.3336984,51.2295295
Dulwich College (Singapore),Singapore,1.357107,103.8194992
Dulwich College Yangon,"Yangon, Myanmar",16.7967129,96.1609916
Dulwich College Yangon - Pun Hlaing Campus,"Yangon, Myanmar",16.7967129,96.1609916
Dulwich International High School Suzhou,China,35.000074,104.999927
Dulwich International High School Suzhou,"Suzhou, China",31.311123,120.6212881
Dwight School,"New York City, United States of America",40.7127281,-74.0060152
Dwight School London,"London, United Kingdom",51.5074456,-0.1277653
Dwight School Seoul,"Seoul, South Korea",37.5666791,126.9782914
Dynamics International School,Singapore,1.357107,103.8194992
EF International Academy Oxford,United Kingdom,54.7023545,-3.2765753
EF International Academy UK LTD,United Kingdom,54.7023545,-3.2765753
EIB de La Jonchère,"Paris, France",48.8588897,2.320041
EIFA International School London,"London, United Kingdom",51.5074456,-0.1277653
ELA Basel _ The Swiss British School of Basel,"Basel, Switzerland",47.5581077,7.5878261
ELC - Family of International Schools Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
EMASI,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
ENKA Schools Istanbul,"Istanbul, Türkiye",41.006381,28.9758715
ENKO JOHN WESLEY INTERNATIONAL SCHOOL,Ivory Coast,7.9897371,-5.5679458
ENMA International Education,"Beijing, China",40.190632,116.412144
ES International School,Spain,39.3260685,-4.8379791
ES International School  - Barcelona Campus,"Barcelona, Spain",41.3825802,2.177073
ESF International Kindergarten - Hillside,Hong Kong,22.350627,114.1849161
Eagle Valley Elementary School,"Eagle, United States of America",39.6161124,-106.7172844
Eagles Grammar International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
East-West International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Eastern Mediterranean International School,Israel,30.8124247,34.8594762
Eastwood International School,Lebanon,33.8750629,35.843409
Ecole Francaise Internationale de Riyad,"Riyadh, Saudi Arabia",23.333333,45.333333
Ecole Francaise de Londres Jacques Prévert,"London, United Kingdom",51.5074456,-0.1277653
Ecole Française Internationale de Pattaya,"Pattaya, Thailand",12.9366924,100.8865002
Ecole Internationale Arc-en-Ciel,"Lome, Togo",6.130419,1.215829
Ecole Jeannine Manuel,"London, United Kingdom",51.5074456,-0.1277653
Ecole Mosaic,"Geneva, Switzerland",46.2017559,6.1466014
Ecole Privée Bilingue Internationale,France,46.603354,1.8883335
"Ecole Ruban Vert, International School of Gabon","Libreville, Gabon",0.4086518,9.4418849
Ecole des Nations,"Geneva, Switzerland",46.2017559,6.1466014
Ecole internationale Guy-Drummond,Canada,61.0666922,-107.991707
Edelweiss School,"Valencia, Spain",39.4697065,-0.3763353
Eden Montessori International School,"Algarve, Portugal",37.2449218,-8.1959563
"Edison International Academy, Aspire","Doha, Qatar",25.2856329,51.5264162
Edison Primary School,"Warsaw, Poland",52.2319581,21.0067249
Edubridge International School,India,22.3511148,78.6677428
Education International School,"Riyadh, Saudi Arabia",23.333333,45.333333
Eerde International Boarding School,Netherlands,52.2434979,5.6343227
Egypt British International School,"Cairo, Egypt",30.0443879,31.2357257
Egypt British International School (EBIS),"Cairo, Egypt",30.0443879,31.2357257
Ekamai International School,"Bangkok, Thailand",13.7524938,100.4935089
El Alsson British and American International School,"Cairo, Egypt",30.0443879,31.2357257
El Farol International Waldorf-Steiner School,"Malaga / Costa Del S, Spain",36.4901559,-4.96236
El Gouna International School,"Red Sea, Egypt",25.5664162,34.0930512
El Limonar International School Murcia,"Alicante / Costa Bla, Spain",,
El Limonar International School Villamartin,"Alicante / Costa Bla, Spain",,
El PlantÃ­o International School of Valencia,Spain,39.3260685,-4.8379791
El Shaddai Christian School,"Cape Town, South Africa",-33.9288301,18.4172197
Elian's British School of La NucÃ­a,"Alicante / Costa Bla, Spain",,
Elite Academy,"Istanbul, Türkiye",41.006381,28.9758715
Elite International School,"Doha, Qatar",25.2856329,51.5264162
Elizabeth Hall International Elementary School,United States of America,39.7837304,-100.445882
Elkanah House,"Cape Town, South Africa",-33.9288301,18.4172197
Elm International School,"Alexandria, Egypt",31.1991806,29.8951716
Elwy International School,"Cairo, Egypt",30.0443879,31.2357257
Embassy International School,"Krakow, Poland",50.0469432,19.9971534
Emerald International School,"Nairobi, Kenya",-1.3026148,36.828842
Emerald Schools,"Lagos, Nigeria",6.4550575,3.3941795
Emirates International School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Emirates International School Jumeirah,"Dubai, United Arab Emirates",25.0742823,55.1885387
Emirates National School,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Empowering Possibilities International Charter,United States of America,39.7837304,-100.445882
Endaze British International School,"Madrid, Spain",40.416782,-3.703507
Engelska Skolan Norr,"Stockholm, Sweden",59.3251172,18.0710935
English Academy,"Surra, Kuwait",29.3144991,48.0069616
English Academy Santa Claus,"Barcelona, Spain",41.3825802,2.177073
English Bluff Elementary,Canada,61.0666922,-107.991707
English International School Moscow (Magister),"Moscow, Russia",55.625578,37.6063916
English International School of Bratislava,"Bratislava, Slovakia",48.1516988,17.1093063
"English International School, Moscow West/ South West","Moscow, Russia",55.625578,37.6063916
English Nursery and Primary School,"Moscow, Russia",55.625578,37.6063916
English School Barcelona,"Barcelona, Spain",41.3825802,2.177073
English School Beverly Hills Cairo,"Cairo, Egypt",30.0443879,31.2357257
English School Community of Luanda,"Luanda, Angola",-8.8272699,13.2439512
English School Los Olivos,"Valencia, Spain",39.4697065,-0.3763353
English Talents School,Jordan,31.1667049,36.941628
Enishi International School,Japan,36.5748441,139.2394179
Enko Bamako International School,Mali,16.3700359,-2.2900239
Enko Bonanjo International School,Cameroon,4.6125522,13.1535811
Enko Dakar International School,Senegal,14.4750607,-14.4529612
Enko La Gaieté International School.,Cameroon,4.6125522,13.1535811
Enko Ouaga International School,Burkina Faso,12.0753083,-1.6880314
Enko Riverside International School,Mozambique,-19.302233,34.9144977
Enko Sandton,"Johannesburg, South Africa",-26.205,28.049722
Enko Waca International School,Senegal,14.4750607,-14.4529612
Epsom College in Malaysia,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Epsom Girls Grammar School,"Auckland, New Zealand",-36.852095,174.7631803
Esbjerg International School,Denmark,55.670249,10.3333283
Escola Americana De Campinas,"Campinas, Brazil",-22.9056391,-47.059564
Escola Beit Yaacov,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Escola Internacional de Alphaville,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Escola internacional del camp de Salou,"Tarragona, Spain",41.1172364,1.2546057
Escole Internacional de Alphaville,"Barueri, Brazil",-23.5112184,-46.8764612
Escuela Americana,"San Salvador, El Salvador",13.697629,-89.191156
Escuela Bella Vista,"Maracaibo, Venezuela",10.6498095,-71.6443596
Escuela Bilingue Internacional,"San Francisco / Bay, United States of America",37.7140291,-122.3077942
Escuela Campo Alegre,"Caracas, Venezuela",10.5060934,-66.9146008
Escuela Internacional Sampedrana,"Tegucigalpa, Honduras",14.1058135,-87.2047053
Escuela Lomas Altas,"City, Mexico",19.4326296,-99.1331785
Escuela Panamericana,"San Salvador, El Salvador",13.697629,-89.191156
Escuela Sierra Nevada,"City, Mexico",19.4326296,-99.1331785
Essendon North Primary School,"North Essendon, Australia",-37.7384762,144.9012027
Eton International School,"Manila, Philippines",14.5904492,120.9803621
Eton School,"City, Mexico",19.4326296,-99.1331785
EtonHouse International School Broadrick,Singapore,1.357107,103.8194992
EtonHouse International School Dongguan,"Guangzhou, China",23.1301964,113.2592945
EtonHouse International School Foshan,"Guangzhou, China",23.1301964,113.2592945
EtonHouse International School Nanjing,China,35.000074,104.999927
EtonHouse International School Suzhou,"Shanghai, China",31.2312707,121.4700152
EtonHouse International School Times Residence Chengdu,China,35.000074,104.999927
EtonHouse Kazakhstan International School,"Aktau, Kazakhstan",43.6353364,51.168222
EtonHouse Malaysia International School,Malaysia,4.5693754,102.2656823
Eugene International High School,United States of America,39.7837304,-100.445882
Eurocampus Deutsche Schule,"Mallorca, Spain",39.613432,2.8829185
Eurocolegio Casvi,"Madrid, Spain",40.416782,-3.703507
European Azerbaijan School,"Baku, Azerbaijan",40.3755885,49.8328009
European Gymnasium,Russia,64.6863136,97.7453061
European School,"Tbilisi, Georgia",41.6934591,44.8014495
European School Copenhagen,"Copenhagen, Denmark",55.6867243,12.5700724
European School Munich,"Munich, Germany",48.1371079,11.5753822
European School of Alicante,"Alicante / Costa Bla, Spain",,
European School of Bruxelles-Argenteuil,"Brussels, Belgium",50.8465573,4.351697
European School of Madrid,"Madrid, Spain",40.416782,-3.703507
European School the Hague,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
Eurécole,"Paris, France",48.8534951,2.3483915
Evangelical Christian Academy,"Madrid, Spain",40.416782,-3.703507
Evolution International School,"Cairo, Egypt",30.0443879,31.2357257
Excelsior American School,India,22.3511148,78.6677428
EyÃ¼boglu Schools,"Istanbul, Türkiye",41.006381,28.9758715
FEYZÄ°YE MEKTEPLERÄ° VAKFI IÅžIK ERENKÃ–Y,"Istanbul, Türkiye",41.006381,28.9758715
FEYZÄ°YE MEKTEPLERÄ° VAKFI IÅžIK NÄ°ÅžANTAÅžI,"Istanbul, Türkiye",41.006381,28.9758715
Fagerhaug International School,Norway,61.1529386,8.7876653
Fairgreen International School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Fairgreen International School,United Arab Emirates,24.0002488,53.9994829
Fairview International School Ipoh,Malaysia,4.5693754,102.2656823
Fairview International School Kuala Lumpur,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Fairview International School Penang,"Penang, Malaysia",5.4065013,100.2559077
Fairview International School Subang Jaya,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Faith Academy,"Manila, Philippines",14.5904492,120.9803621
Far Eastern Centre of Continuing Education (International Linguistic School),Russia,64.6863136,97.7453061
Fettes College Guangzhou,"Guangzhou, China",23.1301964,113.2592945
Finnish School of Kosovo,"Pristina, -",42.6638771,21.1640849
Fintosch,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Florence Nightingale School,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Florencius International School,"Amsterdam, Netherlands",52.3730796,4.8924534
Foley's School,"Limassol, Cyprus",34.6852901,33.0332657
Footprints International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Forest Hill International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Forest House Waldorf School,"Hong Kong, China",22.350627,114.1849161
Forest International School Paris,"Paris, France",48.8534951,2.3483915
Fountain International Magnet School,United States of America,39.7837304,-100.445882
Franconian International School,Germany,51.1638175,10.4478313
Frank C. Martin International K-8 Center,United States of America,39.7837304,-100.445882
Frankfurt International School,"Frankfurt Am Main, Germany",50.1106444,8.6820917
Franklin International Exploratory Academy,United States of America,39.7837304,-100.445882
Franz Liszt Schule,"San Jose, Costa Rica",9.9327707,-84.0796144
Frazier International Magnet School,United States of America,39.7837304,-100.445882
Freie Schule Anne-Sophie Berlin,"Berlin, Germany",52.5173885,13.3951309
French American International School,United States of America,39.7837304,-100.445882
French American International School and International High School,"San Francisco / Bay, United States of America",37.7140291,-122.3077942
French American School of Chicago,"Chicago, United States of America",41.8755616,-87.6244212
French International School of Brussels,"Brussels, Belgium",50.8465573,4.351697
French International School of Hong Kong,"Hong Kong, China",22.350627,114.1849161
French International school Casablanca,"Casablanca, Morocco",33.5945144,-7.6200284
French-American School of New York,"New York City, United States of America",40.7127281,-74.0060152
Fukuoka International School,Japan,36.5748441,139.2394179
FundaciÃ³n Colegio Americano Quito,"Quito, Ecuador",-0.2201641,-78.5123274
Fundación Colegio Americano de Puebla,Mexico,23.6585116,-102.0077097
Funtaj International School,"Abuja, Nigeria",9.0643305,7.4892974
Furen International School,Singapore,1.357107,103.8194992
Future Bilingual School,Kuwait,29.2733964,47.4979476
Future Bilingual School for Boys and Future Bilingual School For Girls,"Fahaheel, Kuwait",29.081324,48.1275121
Future Kidz International School,"Yangon, Myanmar",16.7967129,96.1609916
Future Pioneers Private School,"Nizwa, Oman",22.9323884,57.5311
Futuro Verde,"Puntarenas, Costa Rica",9.095328,-84.2003038
GCB,"Bogotá, Colombia",4.6533817,-74.0836331
GEMS American Academy Qatar,"Doha, Qatar",25.2856329,51.5264162
GEMS First Point School - The Villa,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Founders Al Mizhar,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Founders School,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Founders School Al Mizhar,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Founders School Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
"GEMS International School Pearl City, Penang","Penang, Malaysia",5.4065013,100.2559077
GEMS International School Tropicana Metropark,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
GEMS Jumeirah Primary School,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Metropole School - Motor City,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Metropole School Motor City,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Modern Academy,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS New Millennium School - Al Khail,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Royal Dubai School,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS United Indian School Abu Dhabi,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
"GEMS Wellington Academy, Al Khail","Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Winchester School,"Dubai, United Arab Emirates",25.0742823,55.1885387
GEMS Winchester School Abu Dhabi,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
GEMS World Academy (Singapore),Singapore,1.357107,103.8194992
GEMS World Academy Abu Dhabi,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
GEMS World Academy Dubai,"Dubai, United Arab Emirates",25.0742823,55.1885387
"GEMS World Academy, Abu Dhabi","Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
GI School,"Circasia, Colombia",4.6075667,-75.6667067
GIG International School,Singapore,1.357107,103.8194992
GIS - The International School of SÃ£o Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Gaborone International School,"Gaborone, Botswana",-24.6581357,25.9088474
Galaxy International School,"Almaty, Kazakhstan",43.2363924,76.9457275
Galilee International School,Hong Kong,22.350627,114.1849161
Galileo School,"Bratislava, Slovakia",48.1516988,17.1093063
Gandhi Memorial International School,"Jakarta, Indonesia",-6.1754049,106.827168
Garden City British School,"Al Ain, United Arab Emirates",24.2248697,55.7452211
Garden International School Eastern Seaboard,Thailand,14.8971921,100.83273
"Garden International School, Bangkok","Bangkok, Thailand",13.7524938,100.4935089
"Garden International School, Sathorn",Thailand,14.8971921,100.83273
Garodia International Centre for Learning,"Mumbai, India",19.054999,72.8692035
"Garodia International Centre for Learning, Mumbai",India,22.3511148,78.6677428
Gateway International Montessori School,"Cairo, Egypt",30.0443879,31.2357257
Gateway International School,"Hanoi, Vietnam",21.0283334,105.854041
Geita Gold International School,"Geita, Tanzania",-3.1865265,32.0855702
Generation Schools - Sunningdale Campus,"Cape Town, South Africa",-33.9288301,18.4172197
Genesis Global School,"Noida, India",28.5706333,77.3272147
Geneva English School,"Geneva, Switzerland",46.2017559,6.1466014
Georgian-American High School,"Tbilisi, Georgia",41.6934591,44.8014495
Georgian-American School,"Tbilisi, Georgia",41.6934591,44.8014495
Georgian-American School Progress,"Tbilisi, Georgia",41.6934591,44.8014495
German European School Manila,"Manila, Philippines",14.5904492,120.9803621
German European School Singapore,Singapore,1.357107,103.8194992
German International School Abu Dhabi,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
German International School Beirut,Lebanon,33.8750629,35.843409
German International School Chicago,"Chicago, United States of America",41.8755616,-87.6244212
German International School Doha,"Doha, Qatar",25.2856329,51.5264162
German International School New York,"New York City, United States of America",40.7127281,-74.0060152
German International School Sydney,"Sydney, Australia",-33.8698439,151.2082848
German International School Sydney (GISS),Australia,-24.7761086,134.755
German International School The Hague,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
German International School Toronto,"Toronto, Canada",43.6534817,-79.3839347
German International School of Portland,United States of America,39.7837304,-100.445882
German International School of Silicon Valley,"San Francisco / Bay, United States of America",37.7140291,-122.3077942
German School Rome,"Rome, Italy",41.8933203,12.4829321
German School of Kuala Lumpur,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
German School of Paris,"Paris, France",48.8534951,2.3483915
German Swiss International School,"Hong Kong, China",22.350627,114.1849161
Ghana International School,"Accra, Ghana",5.5571096,-0.2012376
Gheras International School,"Doha, Qatar",25.2856329,51.5264162
Gifted Minds International School,"Amsterdam, Netherlands",52.3730796,4.8924534
Gimnasio Fontana,"Bogota, Colombia",4.6533817,-74.0836331
Gimnasio Los Portales,"Bogotá, Colombia",4.6533817,-74.0836331
Gimnasio del Norte,"Bogotá, Colombia",4.6533817,-74.0836331
Gjøvikregionen International School,Norway,61.1529386,8.7876653
Glasgow College,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Glendale International School PYP,India,22.3511148,78.6677428
Glenealy School,"Hong Kong, China",22.350627,114.1849161
Glenlyon Norfolk School,"British Columbia, Canada",55.001251,-125.002441
Global Academy International,"Doha, Qatar",25.2856329,51.5264162
Global Christian Foreign School,"Seoul, South Korea",37.5666791,126.9782914
Global Indian International School,Singapore,1.357107,103.8194992
Global Indian International School - Higashikasai Campus,Japan,36.5748441,139.2394179
Global Indian International School Pte Ltd,Singapore,1.357107,103.8194992
Global Indian International School Singapore,Singapore,1.357107,103.8194992
"Global Indian International School, Tokyo","Tokyo, Japan",35.6768601,139.7638947
Global Me Bilingual School,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Global Modern International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Global Paradigm International School,"Cairo, Egypt",30.0443879,31.2357257
Godwins School,"Surabaya, Indonesia",-7.2462836,112.7377674
Goethe International Charter School,United States of America,39.7837304,-100.445882
Goethe Schule,"Buenos Aires, Argentina",-34.6095579,-58.3887904
Goldcrest International,India,22.3511148,78.6677428
Golden Apple International Preschool and Kindergarten,China,35.000074,104.999927
Golden Apple Tianfu International Preschool and Kindergarten,China,35.000074,104.999927
Golden Bridge International School of Phnom Penh,"Phnom Penh, Cambodia",11.5730391,104.857807
Golden Gate American School,"Phnom Penh, Cambodia",11.5730391,104.857807
Golden Olives Academy,"Abuja, Nigeria",9.0643305,7.4892974
Good Hope Country Day School,"Frederiksted, -",17.7118661,-64.881307
Good Shepherd International School,India,22.3511148,78.6677428
Good Will Children Private School,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Grace International School,Thailand,14.8971921,100.83273
Graded - The American School of Sao Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Graded - The American School of SÃ£o Paulo,"Sao Paulo, Brazil",-23.5506507,-46.6333824
Grand Mount International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Grayston Preparatory,"Johannesburg, South Africa",-26.205,28.049722
Great Crystal School,"Surabaya, Indonesia",-7.2462836,112.7377674
Greek Secondary School of London,"London, United Kingdom",51.5074456,-0.1277653
Green Hills Academy,"Kigali, Rwanda",-1.8859597,30.1296751
Green Land Pré Vert International Schools- GPIS Giza/Zayed,Egypt,26.2540493,29.2675469
Green Oasis School,"Shenzhen, China",22.5445741,114.0545429
Green Shoots International School,"Hoi An, Vietnam",15.8880397,108.3367883
Greene's  Tutorial College,"Lisbon, Portugal",38.7077507,-9.1365919
Greenfield Community School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Greengates School,"City, Mexico",19.4326296,-99.1331785
Greenoak International School,"Port Harcourt, Nigeria",4.7676576,7.0188527
Greensprings School,"Lagos, Nigeria",6.4550575,3.3941795
Greensteds International School,"Nakuru, Kenya",-0.2802724,36.0712048
Greenville International School,Mexico,23.6585116,-102.0077097
Greenwood Groove Academy,"Mombasa, Kenya",-4.05052,39.667169
Gregg International School,"Tokyo, Japan",35.6768601,139.7638947
Grenville Schools,"Lagos, Nigeria",6.4550575,3.3941795
"Growing Minds International Kindergarten & Learning Center, Phuket","Phuket, Thailand",7.9366015,98.3529292
Guadalaviar School,"Valencia, Spain",39.4697065,-0.3763353
Guangzhou International Primary School Baiyun ZWIE,China,35.000074,104.999927
Guiyang Huaxi Country Garden International School,China,35.000074,104.999927
Gulf British Academy,Kuwait,29.2733964,47.4979476
Gulf English School,Kuwait,29.2733964,47.4979476
Gulf English School Kuwait,Kuwait,29.2733964,47.4979476
Gulf International School,"Muscat, Oman",23.6123628,58.5938134
Gulliver Preparatory School,"Miami, United States of America",25.7741566,-80.1935973
Gurilandia International School,Brazil,-10.3333333,-53.2
Gyeonggi Suwon International School,"Seoul, South Korea",37.5666791,126.9782914
Gyeongnam International Foreign School,South Korea,36.638392,127.6961188
Gymnasium Klosterneuburg International School,"Vienna, Austria",48.2083537,16.3725042
H-International School Monza,"Milan, Italy",45.4641943,9.1896346
HELP International School,"Selangor, Malaysia",3.2083304,101.304146
HEUREKA! Montessori Schule Mauer,"Vienna, Austria",48.2083537,16.3725042
HFSE International School,Singapore,1.357107,103.8194992
HKCA Po Leung Kuk School Hong Kong,"Hong Kong, China",22.350627,114.1849161
HSV International Primary School,"Rotterdam / The Hagu, Netherlands",52.0996123,4.2976944
HSV International Primary School (Haagsche Schoolvereeniging),"Den Haag, Netherlands",52.0749456,4.2696802
Haileybury Almaty,"Almaty, Kazakhstan",43.2363924,76.9457275
Haileybury Astana,"Nur-Sultan / Astana, Kazakhstan",51.1316149,71.4321037
Han Academy,"Hong Kong, China",22.350627,114.1849161
Hangzhou Foreign Languages School,"Hangzhou, China",30.2489634,120.2052342
Hangzhou Greentown Yuhua School,"Hangzhou, China",30.2489634,120.2052342
Hangzhou International School,"Hangzhou, China",30.2489634,120.2052342
Hangzhou Wickham International School,China,35.000074,104.999927
Hanoi Academy International Bilingual School,"Hanoi, Vietnam",21.0283334,105.854041
"Hanoi International School Co., Ltd",Vietnam,15.9266657,107.9650855
Happy Days School & Freedom High School,"San Pedro Sula, Honduras",15.5053535,-88.0250839
Happy Days School Freedom High School,"San Pedro Sula, Honduras",15.5053535,-88.0250839
Harrods International Academy,"Phnom Penh, Cambodia",11.5730391,104.857807
Harrow Beijing,"Beijing, China",40.190632,116.412144
Harrow International School Bangkok,"Bangkok, Thailand",13.7524938,100.4935089
Harrow International School Hong Kong,"Hong Kong, China",22.350627,114.1849161
Hastings School,"Madrid, Spain",40.416782,-3.703507
Hatikvah International Academy Charter School,United States of America,39.7837304,-100.445882
Haut-Lac International Bilingual School,"Lausanne, Switzerland",46.5218269,6.6327025
Haven of Peace Academy,"Dar es Salaam, Tanzania",-6.8160837,39.2803583
Hayah International Academy,"Cairo, Egypt",30.0443879,31.2357257
Hayat Universal Bilingual School,"Doha, Qatar",25.2856329,51.5264162
Hayat Universal Bilingual School Kuwait,Kuwait,29.2733964,47.4979476
Hayat Universal School,"Doha, Qatar",25.2856329,51.5264162
HeadStart International School,"Phuket, Thailand",7.9366015,98.3529292
Heathfield International School,"Bangkok, Thailand",13.7524938,100.4935089
Heidelberg International School,Germany,51.1638175,10.4478313
Helderberg International School,"Cape Town, South Africa",-33.9288301,18.4172197
Heritage International School,"Phnom Penh, Cambodia",11.5730391,104.857807
Heritage Xperiential Learning School,"Gurgaon, India",28.4646148,77.0299194
Herschel Girls School,"Cape Town, South Africa",-33.9288301,18.4172197
Hibiscus International School,"Kuala Lumpur, Malaysia",3.1526589,101.7022205
Highlands School Barcelona,"Barcelona, Spain",41.3825802,2.177073
Highlands School El Encinar,"Madrid, Spain",40.416782,-3.703507
Highlands School Los Fresnos,"Madrid, Spain",40.416782,-3.703507
Hill House International School,"London, United Kingdom",51.5074456,-0.1277653
Hillcrest International School,"Nairobi, Kenya",-1.3026148,36.828842
Hillcrest International Schools,"Nairobi, Kenya",-1.3026148,36.828842
Hills International College Ltd,Australia,-24.7761086,134.755
Hillside International Kindergarten,Hong Kong,22.350627,114.1849161
Hillside World Academy,Singapore,1.357107,103.8194992
Hisar School,"Istanbul, Türkiye",41.006381,28.9758715
Holy Mary British Catholic School,"Madrid, Spain",40.416782,-3.703507
Holy Trinity College,"Mar del Plata, Argentina",-37.9976168,-57.5482079
Hong Kong Adventist Academy,"Hong Kong, China",22.350627,114.1849161
Hong Kong International School,"Hong Kong, China",22.350627,114.1849161
Hope International School,"Beijing, China",40.190632,116.412144
Horizon English School,"Dubai, United Arab Emirates",25.0742823,55.1885387
Horizon International Bilingual School - Ho Chi Minh Campus,"Ho Chi Minh City, Vietnam",10.7755254,106.7021047
Horizon Japan International School,"Tokyo, Japan",35.6768601,139.7638947
Horizon Private School Branch,"Abu Dhabi, United Arab Emirates",24.4538352,54.3774014
Hornbill School Brunei,Brunei,4.4137155,114.5653908
